FileSize,GlobusSpeedEstimate_Mean,GlobusSpeedEstimate_SE
1MB,0.1356,0.0010295630140987008
10MB,1.286,0.009273618495495711
100MB,8.796,0.9649694295675899
1GB,51.448,1.314071535343491
10GB,70.286,3.0707565842964484
100GB,71.52400000000002,1.3985907192599285
