FileSize,GlobusSpeedEstimate_Mean,GlobusSpeedEstimate_SE
1MB,0.132,0.01392838827718412
10MB,0.952,0.16313797841091449
100MB,3.3019999999999996,0.42819855207602
1GB,22.162,0.9207301450479398
10GB,24.682000000000002,1.9652058416359341
100GB,13.538,4.4420393964934615
