FileSize,GlobusSpeedEstimate_Mean,GlobusSpeedEstimate_SE
1MB,0.14479999999999998,0.002853068523537419
10MB,1.434,0.04707440918375928
100MB,7.5680000000000005,0.8176025929508784
1GB,20.684000000000005,1.2483933674927945
10GB,25.948,1.5527730033717102
100GB,29.932,1.5553629801432205
