FileSize,Speed_Mean,Speed_SE
1M,0.1834604,0.0013050838517122208
10M,1.6625128,0.014979019965939007
100M,10.970354400000002,0.9682363925557954
1G,32.97475480000001,4.963905894782488
10G,54.7407244,1.1629844118094022
100G,52.9142648,0.98329691700556
