FileSize,Speed_Mean,Speed_SE
1M,0.18292660000000002,0.004160479979521593
10M,1.4531025999999998,0.2120197492703451
100M,14.25015,0.6266065211559804
1G,8.6723054,0.5455676891868322
10G,10.556287600000001,0.2832309193058906
100G,9.3987294,1.7852076481397228
