FileSize,Speed_Mean,Speed_SE
1M,0.1877024,0.003212439767528722
10M,1.6683869999999998,0.023864487396548055
100M,12.273772399999999,0.14449459476485635
1G,1.281795,0.14023793233394452
10G,3.8918896000000003,2.126635209400629
100G,10.508468200000001,2.108751866952852
