FileSize,Speed_Mean,Speed_SE
1M,0.17190319999999998,0.003899988274341348
10M,1.4312288,0.03789307976055785
100M,5.986891,0.20158085737936526
1G,6.4870594,0.3529820285698126
10G,8.056076599999999,0.5748874887237154
100G,5.800694000000001,1.389464288816017
