FileSize,Speed_Mean,Speed_SE
1M,0.1609836,0.00958915086230267
10M,1.6423184,0.11370965688920182
100M,10.1392782,1.3738930573511678
1G,29.072702399999997,2.3973299837569004
10G,42.9752638,2.4430929623624915
100G,36.975605,4.840298742830683
