FileSize,ProfiledSpeed_Mean,ProfiledSpeed_SE
1M,0.6158414642381049,0.012847645713095192
10M,4.190052931231671,0.1615220441536744
100M,13.601547477198295,0.5442027601259875
1G,19.63426395563676,0.331405424889249
10G,19.941269205384955,0.5818329610974086
100G,19.32015971894695,0.1138205168610866
