FileSize,ProfiledSpeed_Mean,ProfiledSpeed_SE
1M,0.5581395782581667,0.042025946604061
10M,4.1865908371880005,0.21255704799193584
100M,14.8228916637,0.3839707487288651
1G,19.03606366054,0.4155245905713957
10G,20.25235992484,0.425515953974284
100G,25.844040103732,5.768235952011197
