FileSize,ProfileSpeed_Mean,ProfileSpeed_SE,GdriveEstimate_Mean,GdriveEstimate_SE
1M,1.5144701134333334,0.09306779076565755,1.0,0.0
10M,13.22137551166,0.4630570572067066,10.5,0.0
100M,53.31347589162,1.8464131697537907,104.9,0.0
1G,189.2899054318,9.05996401641081,222.01999999999998,11.519305534623172
10G,242.0809587018,7.381171804901789,245.84,7.646868640168993
100G,237.958205545,4.061420033346717,238.34,4.076101078236405
