FileSize,ProfiledSpeed_Mean,ProfiledSpeed_SE,cyberduckEst_Mean,cyberduckEst_SE
1M,0.27183748704659083,0.018165339844120672,2.1399999999999997,0.1354621718414407
10M,2.8694221403609212,0.022392846237752725,11.264999999999999,0.24451482572637598
100M,15.283229809408093,0.7368986715763376,26.874223088739218,2.7184805323085683
1G,42.29772181508562,4.14308048140575,46.023836175591384,4.094137001855373
10G,51.68057164280282,4.990103417529348,51.03042748303236,5.074497098427893
100G,48.7101788475713,4.976444481566687,48.75476412959784,5.026506693948001
