FileSize,ProfiledSpeed_Mean,ProfiledSpeed_SE,cyberduckEst_Mean,cyberduckEst_SE
1M,0.2280378009386,0.010744267221108798,3.04,0.23790754506740636
10M,1.299429334242,0.24808775120599383,10.89,1.2027237606574042
100M,11.740615413952002,0.7512407488618564,36.787305563400004,0.8566058041993583
1G,37.19753135464,4.438294463643665,43.550574309,5.154230906501347
10G,60.85579517296001,0.8680379350688888,61.57861245768,0.6286064783913603
100G,36.02951829302,0.538946712181239,35.48479893668,0.3950401915321222
