FileSize,ProfiledSpeed_Mean,ProfiledSpeed_SE,cyberduckEst_Mean,cyberduckEst_SE
1M,0.0574149668302,0.017522933089378304,0.9738600000014002,0.15068082138581046
10M,0.749766001644,0.02320801822273506,3.53098484127,0.18332069205223323
100M,11.498367214392001,1.3722461822411751,13.352564786330001,0.98140546053791
1G,38.46058536046,0.30924226515241987,43.36867113894,0.47295577810910366
10G,34.77350005488,0.734286449651706,51.567767029959995,1.04752779498323
100G,243.4774582038,8.435286611867587,239.1167564294,10.0436606979881
