FileSize,Speed_Mean,Speed_SE
1M,,
10M,5.438985737212422,0.3475329315204214
100M,28.3810569629883,1.2569940377465383
1G,45.36517221628132,3.388930120053135
10G,52.73208978533019,1.467863368760508
100G,41.98164872384967,5.05003484035167
