FileSize,ProfiledSpeed_Mean,ProfiledSpeed_SE,cyberduckEst_Mean,cyberduckEst_SE
1M,0.3760258758315008,0.009026314489906945,1.2196133333333334,0.056614075203178134
10M,2.617628674675319,0.05259047905391919,3.467124888888889,0.1040258939800359
100M,13.79192979961866,0.32683648983256514,12.726026403940889,0.25271967745206025
1G,44.57959142343225,0.13243243986673467,46.13724523685099,0.2744228303304165
10G,51.6144496442338,0.5272583124428655,57.07437896292491,0.26052830702895996
100G,50.689764908310195,0.5685488435103024,56.33999021202828,1.2580411324753666
