FileSize,TimeTaken,ActualSize(MB)
1M,
1M,
1M,
1M,
1M,
10M,0.235792
10M,0.560756
10M,0.351865
10M,0.780845
10M,0.498051
100M,2.463563
100M,1.955666
100M,2.176276
100M,1.99454
100M,3.157972
1G,15.160163
1G,12.380149
1G,14.5459
1G,14.568226
1G,14.595568
10G,133.807897
10G,135.797696
10G,140.00476
10G,135.952445
10G,141.369689
100G,1366.120293
100G,1483.367715
100G,1533.444887
100G,1541.06172
100G,1538.671877
