FileSize,Speed_Mean,Speed_SE
1M,,
10M,25.5251267807418,5.439248159945971
100M,46.046465544151076,3.7533331651467248
1G,77.58106500796727,2.8749324686557065
10G,77.91542101106293,0.799219777763669
100G,72.11013270337268,1.7014026286885313
