FileSize,ProfiledSpeed_Mean,ProfiledSpeed_SE
1M,0.5930433277845001,0.03416183825322615
10M,4.713307411496,0.3669230300784133
100M,24.661951908800003,0.8443121661925598
1G,49.512173322799995,3.2557463276789296
10G,55.32953809212,2.5316319170466928
100G,55.2549055772,0.8241834862839382
