FileSize,ProfiledSpeed_Mean,ProfiledSpeed_SE
1M,0.7696355054285,0.028508595424688876
10M,6.372022064834001,0.7599252511425753
100M,36.855911150880004,3.3149482253851006
1G,186.913350531,4.706635604685218
10G,142.47797459208,19.545584953974203
100G,137.61575356679998,6.542832514320682
