FileSize,ProfiledSpeed_Mean,ProfiledSpeed_SE
1M,0.5435807524807471,0.10599694636881696
10M,6.436910389346319,0.33235657479462277
100M,36.84169453655498,2.0867390403376467
1G,64.60927573501752,1.6154362771749482
10G,68.43169477401324,1.130581130426619
100G,66.26232398394768,0.2947148386483241
