FileSize,ProfileSpeed_Mean,ProfileSpeed_SE,GdriveEstimate_Mean,GdriveEstimate_SE
1M,0.8150847430638334,0.039862816622420985,0.8236666666666667,0.039797333802376496
10M,4.118963260189999,0.3566408669239339,4.18,0.359722114972099
100M,13.15734215752,0.7332972649241017,13.180000000000001,0.7398648525237567
1G,15.39696274198,0.3131318686566254,15.4,0.3162277660168381
10G,15.7726710166,0.5165833811687089,15.76,0.5143928459844673
100G,17.52529795492,1.0662201900274892,17.54,1.0675204916066012
